Biochemical oxygen demand (mg/l),Dissolved Oxygen mg/L,Temperature,pH,COD (chemical Oxygen Demand),Conductivity (uS/cm),Colour (TCU),Floride,Nitrate (mg/l),Potassium (mg/l),Total Organic Carban (mg/l),Chloride (mg/l),Total Suspended Solids,Turbidity (NTU),Potability
4.28,4.2,29.3,6.8,2.856344145,1142.99,3.33,0.617148083,25.18,30.49,10.50430338,190.85,12.02,4.01,potable
1.96,6.5,28,7.94,1.082652264,713.56,13.66,0.620117635,43.09,21.05,16.68198993,54.33,9.02,2.51,potable
4.93,7.4,23.8,8.34,0.921237865,452.34,5.26,0.632485525,20.45,26.47,16.23303855,205.87,6.06,1.03,potable
3.25,5.4,26.3,7.28,2.895114098,931.1,5.87,0.716014099,37.18,46.28,10.44450091,161.96,7.9,1.95,potable
1.19,6.6,27.9,6.71,2.680575161,548.63,0.56,0.62950375,5.97,42.71,15.66438186,72.01,4.12,0.06,potable
3.14,5.1,28.4,8.36,2.710931793,1386.22,4.17,0.647444957,28.5,29.9,20.76898639,146.46,7.2,1.6,potable
0.37,7.3,27.1,8.44,0.655189512,1089.13,8.54,0.633239367,32.22,33.57,14.80132901,137.82,11.1,3.55,potable
3.09,7.2,28.5,7.15,2.806618602,867.74,11.94,0.623159467,6.66,5.21,18.60072789,65.53,5.64,0.82,potable
2.73,7,28.1,7.99,1.925044463,1352.79,1.86,0.603831209,11.3,23.72,16.03597988,3.79,9.02,2.51,potable
2.4,5.5,26.4,8.5,1.745925854,1457.6,6.71,0.630529718,1.13,2.71,17.92114094,108.74,6.72,1.36,potable
0.86,6.9,27.1,7.31,0.584356206,1021.97,3.89,0.622100296,40.93,21.3,12.12725392,139.28,10,3,potable
1.26,6.9,26.9,7.67,2.707628556,1030.22,9.74,0.606344341,22.94,45.95,14.39386904,31.19,11.72,3.86,potable
0.2,6.7,28.6,8.15,2.284098805,942.63,6.41,0.656793052,40.3,15.45,13.77360984,173.56,11.12,3.56,potable
2.51,6.9,27.9,8.26,2.335103369,917.85,9.55,0.689798229,27.89,12.06,13.93796787,132.25,6.68,1.34,potable
3.22,6.8,28.4,7.35,2.050922984,956,7.05,0.751799515,4.32,34.26,12.00217768,176.32,8.92,2.46,potable
3.78,6.9,29,6.83,1.428604339,163.28,1.01,0.603331382,38.5,8.69,13.623308,93.67,5.08,0.54,potable
1.81,3.3,28.8,6.95,2.29441229,790.73,0.99,0.673267849,10.58,16.6,21.8131597,192.17,9.92,2.96,potable
2.47,5.4,27.8,6.83,2.297677715,1313.12,10.84,0.661088806,42.98,28.16,14.53607988,216.75,12.48,4.24,potable
3.45,6.2,28.5,7.98,1.557931784,1484.97,5.18,0.661722464,43.73,8.78,18.73692675,228.82,11.18,3.59,potable
3.13,7,26,6.95,2.386147841,670.08,9.63,0.706317434,36.54,27.67,16.03029306,184.66,13.8,4.9,potable
0.77,6.6,26.5,6.62,0.279020007,823.24,4.04,0.61008493,15.02,46.34,14.24471959,73.66,13.04,4.52,potable
0.89,8.1,28.4,7.21,2.469832885,562.15,6.62,0.609730877,14.27,18.17,16.9822557,100.93,6.78,1.39,potable
0.39,6.9,28.1,7.5,0.752967219,761.47,13.92,0.740580002,38.66,29.56,12.43757097,185.59,6.44,1.22,potable
2.69,6.9,26.8,8.41,2.406796511,628.81,3.1,0.681632896,38.72,29.56,18.1252019,213.47,13.02,4.51,potable
4.99,6.7,28.6,7.97,0.722278952,9.92,8.69,0.607739801,0.24,15.34,16.43771518,98.54,7.4,1.7,potable
4.36,7.3,28.1,8.11,0.114849537,1294.94,8.2,0.683168401,36.6,46.89,16.66115312,150.11,8.84,2.42,potable
2.25,6.7,29,7.92,1.445474145,749.81,5.27,0.60372964,7.89,2.54,17.4664673,30.88,9.82,2.91,potable
2.16,6.5,28.8,7.76,1.271249106,905.23,6.88,0.600374103,40.6,0.65,8.634318939,21.32,4.08,0.04,potable
0.26,0.7,28,6.66,2.466402026,141.96,14.33,0.631654578,34.76,44.79,15.64703607,166.11,7.82,1.91,potable
3.67,6.9,27.4,8.37,2.794354456,309.5,4.55,0.631117185,17.63,41.5,11.70595337,60.8,4.42,0.21,potable
3.87,6.4,28.8,6.77,0.111427414,1350.07,7.27,0.695653317,7.29,40.72,10.21818532,184.69,13.6,4.8,potable
3.78,7.2,30.8,6.92,1.699517548,718.64,2.25,0.623185182,23.35,26.84,14.09878574,248.01,12.8,4.4,potable
2.14,6.8,28,7.22,2.367713493,832.79,5.94,0.616004326,21.87,5.66,11.83810568,174.93,5.72,0.86,potable
1,6.1,27.3,7.63,0.401645338,708.88,11.23,0.641012671,20.42,18.31,15.84374365,124.92,5.24,0.62,potable
0.09,6.8,29,7.33,2.611718557,1278.17,2.25,0.719599968,40.55,33.64,12.50155351,166.5,5.4,0.7,potable
4.36,7.1,24.5,7.07,1.071267623,1161.15,6.64,0.62152532,23.33,11.58,18.20713697,40.93,12.9,4.45,potable
3.92,7.4,24.8,6.67,0.686066501,1460.48,7.66,0.743080259,37.9,47.75,14.41095247,217.03,13.42,4.71,potable
1.82,6.4,25.3,7.44,0.787868613,1477.55,4.34,0.651008623,22.1,41.36,12.37033861,104.58,13.76,4.88,potable
0.72,7.2,26.8,6.67,2.054429806,845.24,12.72,0.67263443,1.45,7.01,12.57071518,82,4.72,0.36,potable
0.97,6.2,29,7.28,1.098413328,237.94,0.57,0.693294339,37.46,9.37,20.60357442,136.83,6.64,1.32,potable
0.02,6.1,29,7.83,2.517925918,1202.74,8.14,0.699951663,25.26,29.64,7.710769288,79.88,5.46,0.73,potable
2.72,6.6,28,7.55,1.075480797,786.77,10.26,0.684371644,6.62,8.68,5.362370906,63.56,5.52,0.76,potable
3.66,6.9,28,7.7,2.529603663,598.87,0.97,0.641174417,4.5,12.28,12.12836583,104.74,7.22,1.61,potable
4.51,7.3,28,7.29,1.31339633,435.27,8.13,0.700720646,11.52,45.22,16.19657332,84.82,11.98,3.99,potable
1.03,6.2,24.8,8.46,2.453404344,34.86,2.6,0.600193171,8.96,14.96,18.25347219,0.6,10.62,3.31,potable
3.14,5.2,27.2,7.19,0.708998692,751.3,3.15,0.621071937,20.51,19.8,15.04759327,142.27,12.72,4.36,potable
4.54,7.4,27.3,6.86,0.783340367,499.2,10.47,0.612230904,33.96,8.41,16.83933062,29.17,10.02,3.01,potable
2.42,7.6,28.4,6.62,2.460018762,854.4,7.82,0.698813423,32.4,33.73,8.857599142,106.9,4.68,0.34,potable
4.13,2.9,26.8,7.07,1.113757544,31.86,6.06,0.614113179,38.19,44.03,13.81575694,13.12,5.6,0.8,potable
3.07,6.6,25.2,7.25,0.308744525,1181.98,9.55,0.774653861,13.39,42.6,17.6601492,236.37,9.24,2.62,potable
2.75,6.4,28.4,6.82,1.464645679,1473.69,6.09,0.707918752,2.73,25.52,11.34921023,200.97,13.02,4.51,potable
1.8,5.4,28.2,7.09,0.861485765,1323.56,0.7,0.627828133,26.06,49.86,12.1987325,41.33,13.22,4.61,potable
1.23,6.2,24,7.12,2.991629875,1158.9,0.91,0.601474501,14.01,12.25,19.16452523,73.23,11.86,3.93,potable
2.16,6.9,29,8.35,2.463710253,510.52,10.65,0.810234789,39.46,11.84,17.47816192,223.14,5.32,0.66,potable
4.01,6.7,25,8.2,1.746668474,1269.06,0.15,0.707237104,27.42,46.83,14.52440807,226.7,8.46,2.23,potable
3.74,5.7,25,8.46,0.709373933,1141.2,1.79,0.685066293,22.38,23.68,9.970144463,97.88,7.7,1.85,potable
3.76,6,15,6.8,0.2696802,162.98,13.22,0.792162164,24.71,29.21,14.53177739,187.36,8.1,2.05,potable
0.64,5.2,23.5,6.71,2.580098547,869.91,7.94,0.636065529,11.35,30.29,9.762504595,216.75,7.28,1.64,potable
3.96,3.5,15,7.83,1.476489616,563.87,3.51,0.616472169,10.91,45.01,11.09000575,81.56,6.76,1.38,potable
3.8,6,20.3,6.55,2.53464737,1250.34,5.22,0.656461508,0.27,0.14,9.512102516,130.6,9.84,2.92,potable
0.38,6.4,20,8.41,2.797346463,1369.58,3.24,0.633876708,25.82,45.42,11.02379955,241.27,4.44,0.22,potable
4.42,6.6,20,8.32,1.078190298,1315.44,5.22,0.643547137,27.79,18.57,13.88870389,248.93,8.9,2.45,potable
1.99,7.1,19.8,7.97,1.909068113,1094,2.3,0.729266605,34.42,18.89,13.27149949,170.14,13.88,4.94,potable
2.8,6.4,32.7,6.83,2.391881972,994.29,1.58,0.6201195,30.27,37.17,12.61866666,33.26,7.32,1.66,potable
2.46,7.3,34.5,8.45,0.571786692,1441.4,3.49,0.658363246,34.68,19.24,15.3357112,91.5,8.02,2.01,potable
2.2,6.8,19.8,7.48,1.390753286,478.68,0.75,0.600117174,44.65,27.63,16.71915574,0.95,5.5,0.75,potable
3.28,6.4,27,6.97,0.055177161,1203.9,13.74,0.746372888,26.02,49.2,12.18062591,224.99,7.24,1.62,potable
3.45,5.8,20.5,8.03,2.595928356,1293.82,3.58,0.631949762,7.65,41.84,10.66725445,61.47,6.96,1.48,potable
1.69,5.2,20.5,6.89,0.441617866,70.76,2.13,0.611142093,44.32,22.67,11.39509766,18.03,6.2,1.1,potable
0.86,7.7,20.5,7.08,0.22406424,637.9,14.75,0.848142065,1.39,33.51,17.75769652,238.39,13.62,4.81,potable
3.89,5.7,21,8.34,2.190644489,349,6.91,0.71025988,42.84,21.26,22.89101081,229.2,10.5,3.25,potable
3.52,6.7,20.3,7.56,1.375249496,1472.37,1.75,0.600819809,37.7,44.46,13.16503461,32.38,10.14,3.07,potable
4.31,6.4,20,8.03,1.793157079,132.58,0.58,0.667860265,40.53,35.41,9.986354673,104.5,6.96,1.48,potable
4.84,6.2,20,7.47,1.014320817,990.36,0.73,0.640813568,27.97,38.47,18.63306521,189.76,10.72,3.36,potable
2.04,6.8,21.3,7.5,2.849889765,483.72,2.94,0.633913561,10.05,9.38,11.12265344,33.11,4.54,0.27,potable
3.75,7.1,22.1,7.29,2.380581984,42.53,5.26,0.602521577,42.07,44.63,12.95557726,24.69,4.86,0.43,potable
4.96,5.9,22.33,8.44,2.573650173,1471.53,0.54,0.64788172,10.05,39.97,10.77286174,77.4,12.16,4.08,potable
0.7,5.8,21.5,6.86,2.340789636,471.02,3.92,0.686881408,43.57,40.14,16.12266786,65.49,9.38,2.69,potable
1.52,4.7,24,6.93,2.811798989,1169.39,5.18,0.701290829,18.14,45.44,10.40197297,142.86,12.04,4.02,potable
1.65,6.5,22,7.01,1.939618011,762.18,11.36,0.602399122,18.37,2.64,17.24290912,216.89,10,3,potable
2,1.4,24,6.83,1.568534969,412.56,6.03,0.602020388,26.85,2.25,16.57930072,133.08,7.76,1.88,potable
0.16,1.5,23,7.87,1.649628132,87.15,5.18,0.727914815,4.46,6.35,13.6700989,101.18,7.3,1.65,potable
0.06,7,23,7.11,2.099460401,1341.27,12.34,0.656472777,40.03,10.25,12.95891702,67.23,12.26,4.13,potable
0.28,7.7,24,6.64,1.480212906,113.95,13.27,0.673009807,27.34,35.74,11.63301523,119.84,6.92,1.46,potable
4.41,7.5,24,6.54,1.516210185,908.58,13.6,0.693416783,16.02,40.92,14.7530554,124.71,4.4,0.2,potable
4.36,7.2,23,7.62,2.811414894,758.68,14.08,0.673618537,33.52,23.09,19.68233697,164.97,10.86,3.43,potable
0.45,7.6,25,6.55,0.66893894,343.58,10.34,0.687298041,5.84,5.03,11.67660134,134.54,7.92,1.96,potable
2.89,7.3,24,6.65,0.808199752,932.85,13.2,0.677039128,14.19,36.09,11.14407224,87.2,11.18,3.59,potable
2.6,7.4,20,6.74,0.880564063,319.63,5.91,0.627064889,31.97,48.84,17.58261495,180.21,9.38,2.69,potable
4.59,7.2,24,7.17,1.241090683,176.72,6.54,0.751731377,5.97,14.82,10.92446056,154.72,8.94,2.47,potable
0.31,7.2,25,7.06,1.583922403,174.22,10.95,0.609508211,16.07,6.51,20.52319058,127.4,10.9,3.45,potable
3.76,7,22,7.09,2.91068637,1144.67,10.72,0.612712166,36.98,41.27,13.33971611,48.27,5,0.5,potable
2.74,7.4,22,8.47,1.966060444,458.33,10.14,0.876665564,16.64,1.69,15.8745636,215,8.32,2.16,potable
4.23,7.7,23,8.46,2.544774411,1102.82,13.4,0.763119914,5.32,32.22,17.10982925,240.28,13.02,4.51,potable
1.03,7.1,23,7.29,2.420709853,837.1,12.85,0.653864274,36.16,20.38,14.11024905,113.07,11.62,3.81,potable
2.96,6.8,28,7.85,1.21565646,626.77,1.77,0.715834793,8.79,49.83,12.84204806,242.17,4.64,0.32,potable
0.71,5.1,28,7.86,0.742113748,1341.52,4.79,0.634639858,43.63,20.78,10.78414041,108.97,4.56,0.28,potable
2.82,7.6,29,6.73,0.731934754,651.12,11.21,0.627048564,3.39,43.85,17.55156979,47.62,13.7,4.85,potable
1.95,7.4,28,6.71,2.231253846,851.06,10.55,0.620205846,16.21,16.71,12.16876368,22.09,11.86,3.93,potable
0.35,7.5,29,7.62,0.835458038,1453.32,8.54,0.651360479,2.5,48.26,13.82775502,240.93,12.08,4.04,potable
1.65,6.9,30,7,2.118535202,133.75,0.67,0.628718586,27.06,16.06,15.06171407,26.09,13.46,4.73,potable
3.76,7,30,7.18,2.771252678,211.51,4.11,0.622407171,44.59,29.73,20.92910324,30.77,6.94,1.47,potable
2.83,7.2,30,7.37,1.034510946,262.85,9.24,0.70426672,17.52,39.16,17.26357604,132.99,10.38,3.19,potable
3.22,7.4,30,7.77,1.575271143,383.04,12.05,0.61966059,7.39,17.43,17.51728284,147.09,12.12,4.06,potable
1.35,7.5,30,7.06,0.972268897,940.66,1.78,0.835434535,24.83,49.74,18.07696346,194,8.8,2.4,potable
2.85,6.7,30,7.38,2.371848759,667.77,2.42,0.655506098,6.7,27.13,12.18630951,170.29,11.28,3.64,potable
1.31,7,33,8.21,1.972697461,1264.02,4.77,0.686804502,30.67,40.61,10.83979553,98.61,7.74,1.87,potable
0.15,6.4,30,8.16,2.022578045,1040.47,0.82,0.629166046,19.29,7.21,13.17830067,157.31,8.46,2.23,potable
1.73,6.6,28,8.34,0.157507543,20.25,12.05,0.664838281,14.88,44.1,7.24276142,118.96,4.54,0.27,potable
3.18,6.5,30,8.07,2.155823556,1394.57,7.81,0.840985194,17.98,33.93,13.41520457,246.62,7.06,1.53,potable
1.28,6,30,7.32,1.872157487,143.72,12.04,0.720621201,29.54,18.53,15.2546531,224.92,10.22,3.11,potable
0.06,4.9,28,6.55,2.428757645,1142.43,2.05,0.730726993,32.86,11.23,8.23426492,145.51,11.48,3.74,potable
1.25,6.4,30,7.77,1.33709058,1499.6,14.92,0.728809913,1.89,1.13,23.13595214,170.66,6,1,potable
2.59,5.6,30,6.71,2.961457192,581.62,13.36,0.671934433,28.78,17.54,14.36366131,156.69,13.6,4.8,potable
4.13,5,30,8.26,1.14737036,1431.28,5.73,0.656723233,39.69,44.17,7.775895593,197.88,6.46,1.23,potable
2.6,5.6,27,7.98,1.820579147,1086.93,6.19,0.608254851,28.75,13.42,13.71933088,132.49,5.3,0.65,potable
1.51,5.7,30,8.47,2.926283861,272.12,10.41,0.766321037,42.81,49.37,14.76187784,188.52,10,3,potable
3.28,5.3,28,7.78,0.094233628,87.15,7.63,0.648902162,13.54,33.98,16.7872722,48.39,5.72,0.86,potable
0.61,4.8,29,8.4,1.592277237,858.56,7.35,0.761029953,16.28,16.89,15.17395626,161.88,8.98,2.49,potable
2.38,2.9,31,7.18,2.597993107,1022.98,13.82,0.66448603,26.69,39.29,22.76370742,192.46,6.92,1.46,potable
0.81,4.5,29,7.59,1.034174043,1257.92,12.84,0.611569136,11.58,32.98,15.21279813,146.05,7.12,1.56,potable
3.67,4.8,30,7.59,2.522095463,118.11,13.3,0.722617034,31.57,34.15,15.54502909,210.12,12.86,4.43,potable
0.06,3.1,29,7.24,2.606553963,298.91,6.87,0.660485659,13.25,12.69,12.4193592,80.36,6.08,1.04,potable
2.57,3.1,24,8.13,0.272540861,1300.49,1.55,0.608992813,25.19,13.72,15.21317574,71.11,12.36,4.18,potable
1.86,1.9,27,7.23,2.030538379,1390.9,0.25,0.604340149,21.39,1.66,13.45057953,17.34,8.44,2.22,potable
4.67,7,27,8.43,1.943792721,741.62,5.24,0.638123478,34.25,34.89,12.15805571,126.32,4.6,0.3,potable
2.85,7.2,28,8.18,2.449919193,454.74,11.4,0.645925157,39.05,37.87,10.61370977,66.48,8.18,2.09,potable
4.94,5.475,27,6.51,1.506223256,190.53,5.88,0.633631073,40.71,38.36,13.90010961,61,9.7,2.85,potable
4.67,4.8,26,8.5,0.22239546,911.13,0.93,0.661577277,31.75,48.23,14.23510503,75.52,4.92,0.46,potable
3.08,7.6,28,8.11,1.551435815,281.28,13.1,0.655167833,16.4,11.64,11.09505955,111.87,5.64,0.82,potable
1.95,8.4,28,7.59,2.714456257,132.1,0.46,0.626364728,4.7,10.63,9.619021313,57.14,6.34,1.17,potable
3.99,9,27,8.36,2.415418889,1014.84,7.55,0.697066076,26.81,33.82,18.0819566,124.99,8.22,2.11,potable
3.15,8.7,29,6.5,0.165271867,834.64,3.05,0.618858664,41.41,36.29,19.95751342,78.15,13.34,4.67,potable
1.38,1.9,29,7.81,0.641250181,235.09,10.2,0.72664771,18.26,8.71,15.87954857,147.7,5.44,0.72,potable
1.54,7.7,28,7.68,1.999135422,551.69,13.27,0.608519316,24.06,49.63,13.75422052,33.22,8.98,2.49,potable
2.22,7.9,28,6.88,1.890761705,1101.06,7.15,0.637344969,31.01,19.42,14.44175361,160.91,11.14,3.57,potable
0.7,8,28,7.28,1.590041002,1324.05,9.7,0.654209593,6.54,46.27,13.44731415,94.44,4.46,0.23,potable
1.07,7.4,29,8.09,2.210654469,1135.32,12.6,0.612391624,12.12,23.54,11.59833993,14.92,6.28,1.14,potable
0.4,8.3,29,7.02,1.401382069,735.72,10.77,0.666811316,7.22,13.36,17.91696373,160.52,6.1,1.05,potable
2.58,9.6,28,7.59,0.945229745,901.65,2.9,0.607507885,2.43,10.19,12.95054458,15.05,7.04,1.52,potable
0.34,8.8,26,6.88,1.559106215,1335.09,5.91,0.847821356,8.76,45.98,17.23604716,218.97,11.1,3.55,potable
4,7.4,29,7.02,2.682558167,926.33,8.06,0.649077122,20.82,29.2,18.54350029,106.2,7.28,1.64,potable
2.76,7.5,29,8.46,2.068088286,1459.06,6.01,0.745269164,3.62,2.79,12.63270714,223.65,10.38,3.19,potable
2.3,8.1,34,6.85,2.389726301,918.05,12.84,0.669876627,7.71,8.9,4.371898608,52.95,9.84,2.92,potable
4.15,7.9,32,8.31,0.436216574,317.33,9.75,0.60473849,23.21,49.48,12.51088666,30.11,11.9,3.95,potable
0.89,6.6,22,6.75,0.077261202,472.38,4.31,0.765107234,10.88,34.72,18.28175402,149.01,6,1,potable
1.55,6.3,26,7.43,2.181849572,1431.96,3.3,0.744509957,33.39,49.22,16.74328867,116.57,9.76,2.88,potable
0.82,5.7,35,7.17,1.329899386,1415.88,5.06,0.603380229,25.92,38.55,12.6716071,111.88,6.4,1.2,potable
3.91,6.4,28,7.78,0.946500289,1393.69,7.02,0.786668684,12.41,46.37,15.1606407,186.27,6.84,1.42,potable
4.84,8.35,27,7.71,0.360414122,669.45,13.88,0.679481864,26.18,47.19,21.52059303,202.78,6.46,1.23,potable
0.59,8.45,27,7.16,2.215675397,1167.62,5.48,0.769107965,27.08,36,13.62414822,175.58,7.4,1.7,potable
4.14,7.2,27,8.12,2.313754631,1377.47,9.12,0.730973854,25.67,8.88,11.65919622,181.03,13.26,4.63,potable
2.57,4.9,28,7.79,0.498607467,141.13,0.63,0.615666552,27.28,22.58,16.13349895,117.76,11.3,3.65,potable
0.3,5.1,29,8.35,0.467980191,63.95,0.24,0.629025677,18.89,6.02,12.74232873,153.55,6.86,1.43,potable
0.98,6,26,7.96,2.291668787,628.79,5.12,0.624687563,8.03,3.35,12.34808333,37.77,9.1,2.55,potable
0.15,6.1,27,7.51,1.319842303,408.59,7.85,0.748372519,29.81,0.86,18.0926083,171.08,13.44,4.72,potable
3.15,1.1,28,8.32,2.88191737,16.55,10.46,0.647432924,10.63,42,15.34986899,98.43,4.84,0.42,potable
3.31,6.8,26,7.44,2.924492443,693.28,11.19,0.632396786,31.87,21.17,17.0382122,90.05,4.08,0.04,potable
0.1,4.5,29,6.74,0.48809787,45.68,11.66,0.608849929,24.67,4.08,11.81333769,106.59,8.64,2.32,potable
3.11,6,28,8.42,0.19259439,1405.16,7.35,0.831522402,28.72,29.51,9.504879668,232.03,11.34,3.67,potable
2.01,0,27,6.74,0.881191811,1103.98,0.44,0.757577246,0.87,6.83,18.21546443,144.28,10.22,3.11,potable
4.96,2.8,28,6.55,0.854239021,1452.13,2.5,0.676169357,3.62,2.59,13.38954876,80.19,7.86,1.93,potable
3.23,5.6,27,7.58,1.682003968,1422.84,11.49,0.61540253,27.96,13.14,16.68407414,187.92,12.12,4.06,potable
3.32,4.1,26,7.22,0.331640159,324.52,6.19,0.694350173,12.6,10.63,12.28623693,202.41,7.78,1.89,potable
1.57,6.3,26,8.38,2.064565276,1192.78,11.16,0.656390206,16.95,48.69,14.15624137,43.6,5.88,0.94,potable
4.84,6.6,27,7.68,1.059610385,83.04,2.72,0.622742084,35.03,12.61,11.55837189,216.95,5.68,0.84,potable
2.13,6.8,29,7.98,2.842319073,1250.72,11.35,0.609420667,3.97,37.21,18.12692369,76.14,6.34,1.17,potable
4.44,6.5,28,8.3,1.826410932,219.96,14.81,0.683809291,26.8,21.78,14.4670949,157,11.94,3.97,potable
0.48,7.1,26,7.05,1.72964667,468.65,13.83,0.695366236,19.02,47.26,14.40808047,220.54,4.84,0.42,potable
0.63,7.6,27,8.38,1.447214489,1208.35,13.4,0.634085118,21.7,32.71,20.08864338,59.26,10.02,3.01,potable
4.28,7.4,28,7.34,1.315937752,100.71,8.1,0.622603118,3.65,30.26,10.14444274,55.63,6.54,1.27,potable
2.66,7,29,7.45,2.992088068,829.98,13.43,0.649573985,19.14,28.1,15.37951862,152.02,11.98,3.99,potable
1.43,5.4,28,7.36,1.966213646,597.72,1.65,0.668000861,16.98,2.5,20.20933047,69.18,10.38,3.19,potable
3.5,6.7,28,7.1,0.708301563,1123.76,7.11,0.604758385,22.3,18.11,16.23726535,5.61,4.22,0.11,potable
4.3,6.8,28,7.88,1.53013354,722.72,8.48,0.713768756,34.62,24.49,15.11934752,176.83,6,1,potable
2.16,5.6,26,7.2,0.229871184,286.18,7.5,0.610279644,28.38,14.52,19.27070873,61.22,10.88,3.44,potable
0.17,5.2,26,8.43,0.546544973,1280.48,12.88,0.607513588,24.89,2.88,13.33351758,46.03,8.76,2.38,potable
1.84,6.2,26,7.01,1.910216546,657.15,2.87,0.669691188,28.78,29.03,12.67748794,94.76,13.44,4.72,potable
4.88,3.6,27,8.48,2.475034906,703,12.61,0.621493397,4.92,30.92,19.70342153,55.86,8.38,2.19,potable
0.72,6.8,27,8.07,2.108211005,1255.76,3.64,0.633885226,42.04,18.35,14.35935118,69.2,7.26,1.63,potable
0.88,8.1,28,7.87,2.038156507,1321.9,14.38,0.600351236,39.96,35.23,12.36642436,27.26,13.18,4.59,potable
0.54,6.3,28,7.25,1.037155489,1284.44,13.2,0.663775132,1.2,21.06,13.78614149,179.91,9.92,2.96,potable
2.56,6.4,28,7.19,1.480657372,672.85,4.88,0.628635648,20.79,4.31,12.26315013,194.88,4.18,0.09,potable
3.27,5.9,28,7.71,2.371724017,63.13,11.56,0.631470075,37.19,22.51,16.64369604,190.14,9.46,2.73,potable
1.56,5.3,28,6.92,1.30220146,1113.01,3.87,0.655698133,13.99,40.9,17.69776547,71.86,7.62,1.81,potable
4.48,6,27,6.55,0.041618886,152.48,2.44,0.635715978,16.79,29.06,17.10532774,117.41,9.68,2.84,potable
0.62,6.6,27,8.39,2.1304064,292.13,6.54,0.722436145,31.19,0.53,17.16176768,241.53,4.92,0.46,potable
4.51,6.8,28,7.7,2.400815336,1052.37,5.19,0.672412464,7.15,26.75,14.16089949,189.13,4.86,0.43,potable
3.55,6.7,27,7.52,1.657591531,760.29,11.75,0.674063921,2.68,5.98,7.689294407,183.82,9.64,2.82,potable
1.23,5.2,27,8.32,2.765688488,857.11,4.57,0.663714916,34.41,20.72,11.1803496,51.86,11.26,3.63,potable
0.3,6.9,28,7.39,0.18005692,131.48,12.5,0.827178301,27.16,3.82,10.97143187,208.72,8.56,2.28,potable
0.51,0.7,28,8.47,0.672989485,381.12,8.92,0.664612942,32.18,27.58,14.30768668,173.3,8.14,2.07,potable
3.66,6.8,29,6.69,1.829986034,685.52,11.48,0.639007382,6.1,18.21,20.75175131,62.18,5.24,0.62,potable
0.62,6.2,28,6.55,1.689945595,583.69,2.49,0.625223989,4.72,24.54,17.09909636,40.5,8.28,2.14,potable
4.15,7.3,27,7.4,2.614321833,753.6,9.62,0.620607783,22.86,14.43,11.59179479,58.66,4.06,0.03,potable
2.44,6.4,28,7.92,0.623829969,1317.42,4.95,0.761942501,13.14,32.06,13.58355931,180.75,9.92,2.96,potable
2.04,5.1,27,7.28,1.126177909,1462.72,6.73,0.621470765,30.75,8.6,11.11817146,138.81,10.72,3.36,potable
1.91,6.8,28,7.51,0.827311041,265.37,3.48,0.605692268,6.88,37.19,17.01380109,71.33,4.9,0.45,potable
4.59,6.3,25,8.28,0.533011088,45.98,9.86,0.604596522,39.55,44.27,12.90210861,17.45,9.12,2.56,potable
4.01,7.2,28,8.07,2.981163015,163.35,13.82,0.695417795,34.21,40.43,4.861631498,182.71,13.5,4.75,potable
3.29,6.8,27,7.17,1.717714992,1078.09,11.08,0.715586199,31.06,14.71,10.03495025,228.75,9.98,2.99,potable
0.91,6.8,27,6.74,1.856706662,5.92,9.71,0.765608073,27.63,1.29,17.40581772,195.59,13.34,4.67,potable
0.05,7.7,27,7.05,0.917104673,1169.81,0.55,0.638913992,32.46,20.26,20.05573721,77.89,9.46,2.73,potable
4.64,7.1,28,6.8,2.431137104,1493.94,14.13,0.681301351,38.82,6.04,13.61594728,171.81,11.34,3.67,potable
2.47,6.6,28,8.27,1.24484359,1247.29,12.5,0.705748668,0.88,41.95,13.780973,248.16,7.28,1.64,potable
1.26,1.8,29,7.52,1.345138788,1277.36,8.88,0.61416671,24.12,13.1,15.10728865,39.22,7.6,1.8,potable
2.8,6.7,28,7.46,2.262731172,165.37,4.97,0.612621463,31.39,23.18,15.06284086,189.11,6.22,1.11,potable
0.56,5.8,28,7.94,0.215036201,329.03,2.41,0.650365594,37.75,22.09,19.31875982,138.7,12.54,4.27,potable
4.27,5.1,28,6.62,0.815706111,64.08,3.3,0.745713488,0.17,8.76,16.09552023,169.9,6.42,1.21,potable
2.6,6.6,28,8.04,1.271005658,340.93,6.95,0.643464182,7.81,16.17,13.08152418,109.48,8.92,2.46,potable
0.07,6.6,30,7.07,0.124349995,466.28,10.81,0.64680775,39.58,24.89,16.0116082,183.5,4.64,0.32,potable
1.32,6.7,30,6.64,1.845851222,1208.87,8.36,0.648934784,44.85,16.34,14.78286051,195.7,10.9,3.45,potable
2.94,6.6,28,7.24,1.533587413,794.92,13.23,0.73396745,40.75,0.61,12.42083384,152.96,10.18,3.09,potable
1.28,5.9,28,6.51,1.225242732,1262.16,0.15,0.618905513,4.71,35.1,11.09489849,49.3,10.1,3.05,potable
1.12,7.6,28,7.37,0.404516584,1199.53,8.99,0.656185227,23.76,45.97,13.87299426,96.09,10.82,3.41,potable
3.38,6.5,27,8.24,1.355287022,1305.22,6.11,0.647677584,39.38,31.61,14.86190621,177.46,4.96,0.48,potable
1.32,7.3,27,7.56,0.037078185,1107.69,7.63,0.646909955,20.64,10.6,15.4664551,76.67,10.22,3.11,potable
2.18,6.3,29,7.95,1.056691451,674.52,7.22,0.737147277,37.53,31.53,18.58809063,224.97,9.32,2.66,potable
